source_line,answer_words,soru,cevap
10360,4,Anayasanın 149. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10363,2,Anayasa Mahkemesinde İptal Davası Açma Yetkisi Hangi Anayasa Maddesinde Belirtilmiştir?,150. maddede.
10364,4,Anayasanın 150. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10366,5,Anayasanın 150. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10368,4,Anayasanın 150. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10372,2,Anayasa Mahkemesinde İptali İstenen Hükümlerin Karara Bağlanma Süresi Hangi Anayasa Maddesinde Belirtilmiştir?,151. maddede.
10373,4,Anayasanın 151. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10375,5,Anayasanın 151. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10377,4,Anayasanın 151. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10381,4,Anayasanın 152. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10383,5,Anayasanın 152. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10385,4,Anayasanın 152. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10388,2,Anayasa Mahkemesi Kararlarının Kesinliği ve Yayımlanması Hangi Anayasa Maddesinde Belirtilmiştir?,153. maddede.
10389,4,Anayasanın 153. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10391,5,Anayasanın 153. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10393,4,Anayasanın 153. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10396,2,Yargıtayın Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,154. maddede.
10397,4,Anayasanın 154. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10399,5,Anayasanın 154. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10401,4,Anayasanın 154. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10404,2,Danıştayın Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,155. maddede.
10405,4,Anayasanın 155. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10407,5,Anayasanın 155. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10409,4,Anayasanın 155. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10413,4,Anayasanın 156. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10415,5,Anayasanın 156. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10417,4,Anayasanın 156. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10421,2,Askeri Yüksek İdare Mahkemesinin Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,157. maddede.
10422,4,Anayasanın 157. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10424,5,Anayasanın 157. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10426,4,Anayasanın 157. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10430,2,Uyuşmazlık Mahkemesinin Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,158. maddede.
10431,4,Anayasanın 158. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10433,5,Anayasanın 158. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10435,4,Anayasanın 158. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10439,2,Hakimler ve Savcılar Kurulunun Görev ve Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,159. maddede.
10440,4,Anayasanın 159. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10442,5,Anayasanın 159. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10444,4,Anayasanın 159. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10448,4,Anayasanın 160. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10450,5,Anayasanın 160. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10452,4,Anayasanın 160. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10456,2,Devletin ve Kamu Tüzel Kişilerinin Harcamaları Hangi Anayasa Maddesinde Belirtilmiştir?,161. maddede.
10458,5,Anayasanın 161. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10460,4,Anayasanın 161. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10464,2,Türkiye Büyük Millet Meclisinin Bütçe Kanun Tasarıları Üzerindeki Yetkileri Hangi Anayasa Maddesinde Belirtilmiştir?,162. maddede.
10465,4,Anayasanın 162. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10467,5,Anayasanın 162. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10469,4,Anayasanın 162. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10473,2,Bütçe Kanununa Konulabilecek Hükümler Hangi Anayasa Maddesinde Belirtilmiştir?,163. maddede.
10474,4,Anayasanın 163. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10476,5,Anayasanın 163. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10478,4,Anayasanın 163. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10481,2,Kesin Hesap Kanun Tasarısının Sunulma Süresi Hangi Anayasa Maddesinde Belirtilmiştir?,164. maddede.
10482,4,Anayasanın 164. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10483,5,Anayasanın 164. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10485,4,Anayasanın 164. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10489,2,Milli Güvenlikle İlgili Gizlilik Taşıyan İşler Hangi Anayasa Maddesinde Belirtilmiştir?,165. maddede.
10490,4,Anayasanın 165. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10492,5,Anayasanın 165. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10496,5,Anayasanın 166. Maddesi Hangi Konuyu Ele Alır?,Devletin kalkınma planlarını ele alır.
10497,2,Devletin Kalkınma Planları Hangi Anayasa Maddesinde Belirtilmiştir?,166. maddede.
10498,4,Anayasanın 166. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10500,5,Anayasanın 166. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10502,4,Anayasanın 166. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10504,5,Anayasanın 167. Maddesi Hangi Konuyu Ele Alır?,Devletin piyasa düzenlemelerini ele alır.
10505,2,Devletin Piyasa Düzenlemeleri Hangi Anayasa Maddesinde Belirtilmiştir?,167. maddede.
10506,4,Anayasanın 167. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10509,4,Anayasanın 167. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10513,2,Tabii Servetler ve Kaynakların Aranması ve İşletilmesi Hakkı Hangi Anayasa Maddesinde Belirtilmiştir?,168. maddede.
10514,4,Anayasanın 168. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10516,5,Anayasanın 168. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10517,4,Anayasanın 168. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10521,2,Orman Köylülerinin Korunması ve Kalkınması Hangi Anayasa Maddesinde Belirtilmiştir?,170. maddede.
10522,4,Anayasanın 170. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10523,5,Anayasanın 170. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10525,4,Anayasanın 170. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10528,4,Anayasanın 171. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10531,4,Anayasanın 171. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10534,4,Anayasanın 172. Maddesi Hangi Konuyu Ele Alır?,Tüketicilerin korunmasını ele alır.
10535,2,Tüketicilerin Korunması Hangi Anayasa Maddesinde Belirtilmiştir?,172. maddede.
10536,4,Anayasanın 172. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10538,5,Anayasanın 172. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10540,4,Anayasanın 172. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10544,2,Küçük ve Orta Ölçekli Sanayinin Korunması ve Desteklenmesi Hangi Anayasa Maddesinde Belirtilmiştir?,173. maddede.
10545,4,Anayasanın 173. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10547,5,Anayasanın 173. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10549,4,Anayasanın 173. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10553,2,İnkılap Kanunlarının Anayasaya Aykırı Olamayacağı Hangi Anayasa Maddesinde Belirtilmiştir?,174. maddede.
10554,4,Anayasanın 174. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10556,5,Anayasanın 174. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10558,4,Anayasanın 174. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10561,5,Anayasanın 175. Maddesi Hangi Konuyu Ele Alır?,Anayasanın değiştirilme usulünü ele alır.
10562,4,Anayasanın 175. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10563,5,Anayasanın 175. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10565,4,Anayasanın 175. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10566,4,Anayasanın 175. Maddesinin Kapsamı Nedir?,Anayasanın değiştirilme usulünü kapsar.
10568,4,Anayasanın 176. Maddesi Hangi Konuyu Ele Alır?,Anayasanın bütünlüğünü ele alır.
10570,5,Anayasanın 176. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10572,4,Anayasanın 176. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
10576,2,Anayasanın Yürürlüğe Girmesi ve Geçiş Hükümleri Hangi Anayasa Maddesinde Belirtilmiştir?,177. maddede.
10577,4,Anayasanın 177. Maddesi Hangi Yılda Kabul Edilmiştir?,1982 yılında kabul edilmiştir.
10579,5,Anayasanın 177. Maddesi Hangi Tarihte Yürürlüğe Girmiştir?,7 Kasım 1982'de yürürlüğe girmiştir.
10581,4,Anayasanın 177. Maddesi Hangi Mahkemeler Tarafından Yorumlanır?,Anayasa Mahkemesi tarafından yorumlanır.
13035,4,"Orman sınırları dışına çıkarılacak yerlerin tesbiti, orman köylüsünün yerleşimi ve bu yerlerin değerlendirilmesi ile ilgili esaslar nasıl belirlenir?",Bu esaslar kanunla düzenlenir.
13060,4,Anayasa kaç maddeden oluşur?,"Anayasa, 177 maddeden oluşur."
13064,4,Anayasanın kaç maddesi vardır?,Anayasanın 177 maddesi vardır.
13105,2,"Devlet, vatandaşlarının refahını artırmak ve toplumsal barışı sağlamak için ne yapar?",Politikalar geliştirir.
13122,4,"Devlet, milletvekilliği ile bağdaşmayan işlerin düzenlenmesi için ne yapmalıdır?",Gerekli tedbirleri almak zorundadır.
13129,3,Milletvekilliğinin sona erme koşullarını belirleyen hüküm nedir?,Anayasa madde 84.
13132,2,Anayasa madde 91'e göre TBMM hangi kuruma kanun hükmünde kararname çıkarma yetkisi verebilir?,Bakanlar Kurulu'na.
13143,4,Milletvekilleri bakanlara nasıl soru sorabilirler?,Yazılı veya sözlü olarak.
13149,3,Gensoru önergesi nereye verilir?,TBMM Başkanlığına verilir.
13150,5,Gensoru önergesinin verildiği tarihten itibaren ne kadar süre içinde dağıtımı yapılır?,İki gün içinde dağıtımı yapılır.
13164,4,Cumhurbaşkanı nasıl seçilir?,Halk tarafından doğrudan seçilir.
13165,3,Cumhurbaşkanı seçimi kaç turda yapılır?,İki turda yapılır.
13174,4,Cumhurbaşkanının cezai sorumluluğu hangi suçlamayla bağlıdır?,Vatana ihanet suçlamasıyla bağlıdır.
13176,3,Cumhurbaşkanının vatana ihanetle suçlanması durumunda yargılama nerede yapılır?,Yüce divan'da yapılır.
13178,5,Cumhurbaşkanlığı makamı boşaldığında yeni seçim ne kadar süre içinde yapılır?,Kırk beş gün içinde yapılır.
13179,4,Cumhurbaşkanlığı makamı boşaldığında kim cumhurbaşkanlığına vekalet eder?,TBMM başkanı vekalet eder.
13189,4,Devlet Denetleme Kurulu'nun bağlı olduğu makam nedir?,Cumhurbaşkanlığına bağlı olarak çalışır.
13194,5,Bakanlar Kurulu'nun sorumluluğu nedir?,Cumhurbaşkanının belirlediği politikaların uygulanmasından sorumludur.
13304,5,Anayasa madde 149'a göre Anayasa Mahkemesi kararları kesin midir?,"Evet, Anayasa Mahkemesi'nin kararları kesindir."
13312,5,Türkiye Büyük Millet Meclisi'nin görevlerinden biri nedir?,"Kanun koymak, değiştirmek ve kaldırmak."
13313,4,Türkiye Büyük Millet Meclisi hangi kurul ve bakanları denetler?,Bakanlar Kurulunu ve bakanları.
13314,5,"Türkiye Büyük Millet Meclisi, Bakanlar Kuruluna hangi yetkiyi verebilir?",Kanun hükmünde kararname çıkarma yetkisi.
13316,4,Para basılmasına kim karar verir?,Türkiye Büyük Millet Meclisi.
13317,4,Milletlerarası andlaşmaların onaylanmasını kim uygun bulur?,Türkiye Büyük Millet Meclisi.
13318,4,Genel ve özel af ilanına kim karar verir?,Türkiye Büyük Millet Meclisi.
13319,4,Mahkemelerce verilip kesinleşen ölüm cezalarının yerine getirilmesine kim karar verir?,Türkiye Büyük Millet Meclisi.
13320,3,Trafik kaza tutanağı düzenlenmiş mi?,Evet veya hayır.
13321,3,Raporda kusurlu taraf kim olarak gösterilmiş?,Kusurlu tarafın adı.
13322,3,Kusur oranları nedir?,Kusur oranları yüzdesi.
13325,3,"Kasko sigortasına başvurduysanız ve red edildiyse, bunun gerekçesi ne olamaz?",Hiçbir gerekçesi olamaz.
13326,4,Her iki halde de red cevabı aldıysanız ve sebebi yazılı olarak bildirilmediyse ne yapmalısınız?,Dava açmanız şart olmuştur.
13327,1,Yaptığınız tüm masrafları ne yapmayı unutmamalısınız?,Faturalandırmayı.
13328,3,Kendi aracınızın kasko sigortacısına mı yoksa karşı tarafın zorunlu mali mesuliyet sigortacısına mı başvurdunuz?,Başvurulan sigortacı türü.
13329,2,"Kusurunuz ne olursa olsun, karşı tarafın trafik sigortasından tamir masrafları talep edildiğinde ne yapılmalıdır?",Ödenmesi gerekirdi.
13331,2,Reşit olan herkes kimin borcundan sorumludur?,Kendi borcundan.
13332,2,Adres olarak ailenizin adresi gözüktüğünde bankanın oraya hacze gitmesi doğal mıdır?,"Evet, doğaldır."
13335,3,Kanunun yürürlüğe girdiği tarihten itibaren ne kadar süre içinde Türkiye Büyük Millet Meclisi seçim yapmalıdır?,Otuz gün içinde.
13341,2,Hakim ve savcıların aylık ve ödenekleri hangi düzenlemelere tabidir?,Kanunla düzenlenir.
13342,2,Hakim ve savcıların görev yerlerinin geçici veya sürekli olarak değiştirilmesi nasıl düzenlenir?,Kanunla düzenlenir.
13343,1,Türkiye devleti'nin yönetim şekli nedir?,Cumhuriyettir.
13345,1,Türkiye'nin resmi dili nedir?,Türkçedir.
13346,2,Türkiye'nin millî marşı nedir?,İstiklal marşı'dır.
13347,1,Türkiye'nin başkenti neresidir?,Ankara'dır.
13350,1,Egemenlik kime aittir?,Milletindir.
13351,5,Yasama yetkisi kime aittir?,Türkiye büyük millet meclisi'ne aittir.
13352,3,Yürütme yetkisi kim tarafından kullanılır?,Cumhurbaşkanı tarafından kullanılır.
13353,5,Yargı yetkisini kim kullanır?,Bağımsız ve tarafsız mahkemeler kullanır.
